# BUSCO version is: 5.2.2 
# The lineage dataset is: nematoda_odb10 (Creation date: 2020-08-05, number of genomes: 7, number of BUSCOs: 3131)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
0at6231	Complete	OVOC_OM2	8078222	8112832	-	9370.3	6319
4at6231	Complete	OVOC_OM3	9175368	9206154	+	7227.0	3890	https://www.orthodb.org/v10?query=4at6231	Dynein heavy chain, cytoplasmic
6at6231	Complete	OVOC_OM2	22801651	22832238	+	5517.8	3534
7at6231	Complete	OVOC_OM3	89644	108167	+	4308.0	2609
9at6231	Complete	OVOC_OM3	8938679	8950769	+	1423.3	1273
18at6231	Complete	OVOC_OM1b	3552514	3579642	+	3534.5	2609	https://www.orthodb.org/v10?query=18at6231	Vacuolar protein sorting-associated protein 13
19at6231	Complete	OVOC_OM2	14324634	14340324	+	2248.2	1356	https://www.orthodb.org/v10?query=19at6231	putative scavenger receptor cysteine-rich domain protein
20at6231	Complete	OVOC_OM4	8732830	8767560	+	4077.3	3345
21at6231	Complete	OVOC_OM3	532990	536425	-	780.8	373
22at6231	Complete	OVOC_OM1b	1912587	1968636	-	3378.1	2165
23at6231	Complete	OVOC_OM3	13110335	13127145	+	3892.0	2270
25at6231	Complete	OVOC_OM2	6317477	6337002	+	2890.8	2141
28at6231	Complete	OVOC_OM3	9358927	9374351	+	4713.2	2093
29at6231	Complete	OVOC_OM2	12852917	12862802	-	1456.5	972
31at6231	Complete	OVOC_OM2	18965442	18973571	+	459.7	426
32at6231	Complete	OVOC_OM1b	25473016	25490472	+	4147.7	2171
35at6231	Complete	OVOC_OM2	19509509	19532425	+	3784.9	1944
39at6231	Complete	OVOC_OM1b	25870733	25888491	-	2118.8	1519
40at6231	Complete	OVOC_OM2	21390148	21408237	-	1738.4	1415
43at6231	Complete	OVOC_OM1b	12823900	12841354	+	2849.7	1586	https://www.orthodb.org/v10?query=43at6231	CRE-RME-8 protein
45at6231	Complete	OVOC_OM3	86004	109136	+	2112.9	2415
48at6231	Complete	OVOC_OM1b	11232588	11248877	-	2723.3	1726
49at6231	Missing
55at6231	Complete	OVOC_OM3	8502160	8515908	-	1370.9	1209
57at6231	Complete	OVOC_OM1b	7422068	7431388	+	970.5	780
60at6231	Complete	OVOC_OM2	2105575	2120629	-	2978.8	1750
63at6231	Complete	OVOC_OM2	8530890	8554140	+	3541.5	2351
65at6231	Complete	OVOC_OM4	15182109	15190060	+	1104.0	728
67at6231	Complete	OVOC_OM2	10429331	10432355	+	353.9	274
68at6231	Complete	OVOC_OM1b	10489623	10507237	-	2176.2	1442	https://www.orthodb.org/v10?query=68at6231	Hypothetical protein CBG04027
72at6231	Complete	OVOC_OM3	2674004	2686740	-	2873.6	1449	https://www.orthodb.org/v10?query=72at6231	Clathrin heavy chain
74at6231	Complete	OVOC_OM1a	2635338	2651488	-	1441.4	996
76at6231	Complete	OVOC_OM1b	7116748	7139296	-	2812.3	2257
86at6231	Complete	OVOC_OM2	11950269	11966107	-	2972.9	1727	https://www.orthodb.org/v10?query=86at6231	CRE-NMY-1 protein
88at6231	Missing
90at6231	Complete	OVOC_OM1b	20161608	20175148	-	3232.3	1817
91at6231	Complete	OVOC_OM2	7801616	7814050	-	2043.6	1461
92at6231	Complete	OVOC_OM3	12422247	12437518	-	2166.2	1415	https://www.orthodb.org/v10?query=92at6231	DEAD/DEAH box helicase
96at6231	Complete	OVOC_OM2	12311178	12325592	-	1888.1	1331	https://www.orthodb.org/v10?query=96at6231	Monensin-resistant homolog 2
97at6231	Missing
100at6231	Complete	OVOC_OM4	11999835	12015109	-	1658.5	1380
101at6231	Complete	OVOC_OM1b	16823438	16840548	-	1905.8	1409
107at6231	Complete	OVOC_OM4	2645856	2664339	-	2387.0	1332
112at6231	Complete	OVOC_OM1b	19866686	19880403	+	1414.3	1433	https://www.orthodb.org/v10?query=112at6231	CRE-CRB-1 protein
