0at6231	D	SUPER_X	4411174.5	OVOC_OM2	8095527.0
4at6231	unassigned	SUPER_2	3264315.0	OVOC_OM3	9190761.0
6at6231	E	SUPER_5	8240095.5	OVOC_OM2	22816944.5
7at6231	C	SUPER_2	5785206.0	OVOC_OM3	98905.5
9at6231	C	SUPER_2	6872008.5	OVOC_OM3	8944724.0
18at6231	A	SUPER_1	6180854.0	OVOC_OM1b	3566078.0
19at6231	E	SUPER_5	703494.0	OVOC_OM2	14332479.0
20at6231	B	SUPER_3	5539296.5	OVOC_OM4	8750195.0
21at6231	unassigned	SUPER_2	11240667.0	OVOC_OM3	534707.5
22at6231	A	SUPER_1	8830267.5	OVOC_OM1b	1940611.5
23at6231	C	SUPER_2	3750752.5	OVOC_OM3	13118740.0
25at6231	X	SUPER_X	5794544.5	OVOC_OM2	6327239.5
28at6231	C	SUPER_2	3106778.0	OVOC_OM3	9366639.0
29at6231	D	SUPER_X	477117.0	OVOC_OM2	12857859.5
31at6231	E	SUPER_5	4350351.0	OVOC_OM2	18969506.5
32at6231	N	SUPER_4	1370522.0	OVOC_OM1b	25481744.0
35at6231	E	SUPER_5	4753327.5	OVOC_OM2	19520967.0
39at6231	N	SUPER_4	67333.0	OVOC_OM1b	25879612.0
40at6231	E	SUPER_5	5627063.5	OVOC_OM2	21399192.5
43at6231	A	SUPER_1	367306.0	OVOC_OM1b	12832627.0
48at6231	A	SUPER_1	3226188.5	OVOC_OM1b	11240732.5
55at6231	C	SUPER_2	6584016.0	OVOC_OM3	8509034.0
57at6231	A	SUPER_1	4729807.0	OVOC_OM1b	7426728.0
60at6231	D	SUPER_X	9371488.5	OVOC_OM2	2113102.0
63at6231	D	SUPER_X	4057588.0	OVOC_OM2	8542515.0
65at6231	B	SUPER_3	601787.0	OVOC_OM4	15186084.5
68at6231	A	SUPER_1	2238058.0	OVOC_OM1b	10498430.0
72at6231	C	SUPER_2	10434836.0	OVOC_OM3	2680372.0
74at6231	A	SUPER_1	7298677.0	OVOC_OM1a	2643413.0
76at6231	A	SUPER_1	3803015.0	OVOC_OM1b	7128022.0
86at6231	X	SUPER_X	1210286.5	OVOC_OM2	11958188.0
90at6231	unassigned	SUPER_4	8965095.0	OVOC_OM1b	20168378.0
91at6231	D	SUPER_X	4652774.0	OVOC_OM2	7807833.0
92at6231	C	SUPER_2	4679692.0	OVOC_OM3	12429882.5
96at6231	D	SUPER_X	982502.0	OVOC_OM2	12318385.0
100at6231	B	SUPER_3	2605249.5	OVOC_OM4	12007472.0
101at6231	N	SUPER_4	7787532.0	OVOC_OM1b	16831993.0
107at6231	B	SUPER_3	7193059.0	OVOC_OM4	2655097.5
112at6231	N	SUPER_4	6821214.0	OVOC_OM1b	19873544.5
117at6231	A	SUPER_1	2739531.0	OVOC_OM1b	9083377.0
119at6231	C	SUPER_2	7326117.5	OVOC_OM3	6598724.5
121at6231	A	SUPER_1	7767854.5	OVOC_OM1a	1924650.5
125at6231	E	SUPER_5	1245343.5	OVOC_OM2	15114190.0
127at6231	N	SUPER_4	1123343.5	OVOC_OM1b	28177003.0
131at6231	B	SUPER_3	6587462.5	OVOC_OM4	9569467.5
132at6231	C	SUPER_2	7648745.5	OVOC_OM3	6968589.0
137at6231	C	SUPER_2	176263.5	OVOC_OM3	16373642.0
139at6231	X	SUPER_X	10305222.5	OVOC_OM2	753736.0
144at6231	N	SUPER_4	2877212.0	OVOC_OM1b	25429415.0
146at6231	B	SUPER_3	3920317.5	OVOC_OM4	10287663.0
147at6231	N	SUPER_4	2027198.0	OVOC_OM1b	26853315.0
149at6231	B	SUPER_3	9731664.0	OVOC_OM4	4490488.5
151at6231	C	SUPER_2	11496842.0	OVOC_OM3	1102087.5
152at6231	B	SUPER_3	4683100.0	OVOC_OM4	9800665.0
161at6231	B	SUPER_3	9766438.5	OVOC_OM4	4439536.0
164at6231	unassigned	SUPER_X	1800242.5	OVOC_OM2	11294568.0
