# BUSCO version is: 5.2.2 
# The lineage dataset is: nematoda_odb10 (Creation date: 2020-08-05, number of genomes: 7, number of BUSCOs: 3131)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
0at6231	Complete	Bm_v4_ChrX_scaffold_001	5121673	5154098	+	9934.6	5731
4at6231	Complete	Bm_v4_Chr1_scaffold_001	6300376	6324506	+	7275.1	3927	https://www.orthodb.org/v10?query=4at6231	Dynein heavy chain, cytoplasmic
6at6231	Complete	Bm_v4_Chr4_scaffold_001	12100476	12130597	+	5599.8	3498
7at6231	Complete	Bm_v4_Chr1_scaffold_001	12981235	12999831	+	4128.4	2356
9at6231	Complete	Bm_v4_Chr1_scaffold_001	6103061	6134436	+	4641.0	3493
18at6231	Complete	Bm_v4_Chr3_scaffold_001	9805244	9831251	+	3799.6	2572	https://www.orthodb.org/v10?query=18at6231	Vacuolar protein sorting-associated protein 13
19at6231	Complete	Bm_v4_Chr4_scaffold_001	2903195	2932839	+	3544.8	2532	https://www.orthodb.org/v10?query=19at6231	putative scavenger receptor cysteine-rich domain protein
20at6231	Complete	Bm_v4_Chr2_contig_001	8363930	8395596	-	4409.5	3369
21at6231	Complete	Bm_v4_Chr1_scaffold_001	12215445	12220666	-	839.3	409
22at6231	Complete	Bm_v4_Chr3_scaffold_001	3452969	3505703	+	3414.2	2154
23at6231	Complete	Bm_v4_Chr1_scaffold_001	3345545	3358431	+	4144.8	2226
25at6231	Complete	Bm_v4_ChrX_scaffold_001	6640806	6659530	-	3383.3	2240
28at6231	Complete	Bm_v4_Chr1_scaffold_001	6453613	6467978	+	4709.1	2097
29at6231	Complete	Bm_v4_ChrX_scaffold_001	726443	736035	+	1516.0	940
31at6231	Complete	Bm_v4_Chr4_scaffold_001	5638283	5660362	-	2690.0	2533
32at6231	Complete	Bm_v4_ChrX_scaffold_001	16272647	16288813	-	4120.9	2163
35at6231	Complete	Bm_v4_Chr4_scaffold_001	5187476	5208403	-	3761.7	1945
39at6231	Complete	Bm_v4_ChrX_scaffold_001	12394975	12412344	-	2808.5	1805
40at6231	Complete	Bm_v4_Chr4_scaffold_001	7584072	7600258	-	1834.1	1380
43at6231	Complete	Bm_v4_Chr3_scaffold_001	10452191	10468511	+	2620.9	1502	https://www.orthodb.org/v10?query=43at6231	CRE-RME-8 protein
45at6231	Missing
48at6231	Complete	Bm_v4_Chr3_scaffold_001	6352692	6367161	-	2749.0	1695
49at6231	Complete	Bm_v4_Chr2_contig_001	11232825	11240472	+	464.5	533
55at6231	Complete	Bm_v4_Chr1_scaffold_001	9443882	9458193	-	2308.7	1572
57at6231	Complete	Bm_v4_Chr3_scaffold_001	7310436	7316582	+	921.1	665
60at6231	Complete	Bm_v4_ChrX_scaffold_001	10718981	10749747	-	4565.0	2899
63at6231	Complete	Bm_v4_ChrX_scaffold_001	4762209	4780478	-	3885.0	2511
65at6231	Complete	Bm_v4_Chr2_contig_001	1013802	1021032	-	1114.4	719
67at6231	Complete	Bm_v4_ChrX_scaffold_001	3044682	3056149	-	2281.5	1252
68at6231	Complete	Bm_v4_Chr3_scaffold_001	13755845	13771677	-	2202.9	1444	https://www.orthodb.org/v10?query=68at6231	Hypothetical protein CBG04027
72at6231	Complete	Bm_v4_Chr1_scaffold_001	11618983	11634008	-	2923.4	1449	https://www.orthodb.org/v10?query=72at6231	Clathrin heavy chain
74at6231	Complete	Bm_v4_Chr3_scaffold_001	5363191	5379975	-	1157.3	851
76at6231	Complete	Bm_v4_Chr3_scaffold_001	7037985	7058293	-	2838.9	2228
86at6231	Complete	Bm_v4_ChrX_scaffold_001	1521041	1538454	+	2997.7	1719	https://www.orthodb.org/v10?query=86at6231	CRE-NMY-1 protein
88at6231	Complete	Bm_v4_Chr4_scaffold_001	7943605	7958347	-	3037.9	1670
90at6231	Complete	Bm_v4_ChrX_scaffold_001	19536360	19549762	-	3349.5	1941
91at6231	Complete	Bm_v4_ChrX_scaffold_001	5389004	5402232	+	2071.3	1461
92at6231	Complete	Bm_v4_Chr1_scaffold_001	1971322	1984596	+	2248.3	1457	https://www.orthodb.org/v10?query=92at6231	DEAD/DEAH box helicase
96at6231	Complete	Bm_v4_ChrX_scaffold_001	111477	125537	+	1937.0	1331	https://www.orthodb.org/v10?query=96at6231	Monensin-resistant homolog 2
97at6231	Complete	Bm_v4_Chr4_scaffold_001	7043389	7062424	-	2921.1	1707	https://www.orthodb.org/v10?query=97at6231	CRE-MYO-5 protein
100at6231	Complete	Bm_v4_Chr2_contig_001	4069703	4087749	-	1840.7	1495
101at6231	Complete	Bm_v4_ChrX_scaffold_001	24799923	24823625	+	1956.7	1436
107at6231	Complete	Bm_v4_Chr2_contig_001	6006865	6024767	-	2089.7	1296
