# BUSCO version is: 5.2.2 
# The lineage dataset is: nematoda_odb10 (Creation date: 2020-08-05, number of genomes: 7, number of BUSCOs: 3131)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
0at6231	Complete	dirofilaria_immitis_chrX	7774573	7812741	-	6940.3	4496
4at6231	Complete	dirofilaria_immitis_chr1	7093963	7118767	-	6122.4	3775	https://www.orthodb.org/v10?query=4at6231	Dynein heavy chain, cytoplasmic
6at6231	Complete	dirofilaria_immitis_chrX	23241276	23272659	+	5380.5	3557
7at6231	Complete	dirofilaria_immitis_chr1	12181001	12206450	+	3297.3	1977
9at6231	Complete	dirofilaria_immitis_chr1	7293143	7324619	-	3551.3	3288
18at6231	Complete	dirofilaria_immitis_chr2	12990042	13016515	+	2489.0	2212	https://www.orthodb.org/v10?query=18at6231	Vacuolar protein sorting-associated protein 13
19at6231	Complete	dirofilaria_immitis_chrX	15194848	15226012	+	1289.4	1056	https://www.orthodb.org/v10?query=19at6231	putative scavenger receptor cysteine-rich domain protein
20at6231	Complete	dirofilaria_immitis_chr3	7080293	7118325	-	3374.5	3161
21at6231	Complete	dirofilaria_immitis_chr1	13084893	13110382	-	609.0	428
22at6231	Complete	dirofilaria_immitis_chr2	2119758	2168046	+	2835.3	2010
23at6231	Complete	dirofilaria_immitis_chr1	4144694	4164410	-	3278.4	2057
25at6231	Complete	dirofilaria_immitis_chrX	6154322	6178258	+	1777.7	1669
28at6231	Complete	dirofilaria_immitis_chr1	6931068	6945393	-	3637.6	1897
29at6231	Complete	dirofilaria_immitis_chrX	12405254	12424236	-	1382.8	1050
31at6231	Complete	dirofilaria_immitis_chrX	19289023	19303234	+	518.0	531
32at6231	Complete	dirofilaria_immitis_chr4	4618852	4635355	-	3175.8	1807
35at6231	Complete	dirofilaria_immitis_chrX	19779200	19795428	+	3130.0	1777
39at6231	Complete	dirofilaria_immitis_chr4	54223	79477	-	1929.2	1790
